date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,id
2024-11-29,25.7,7.7,16.2,0.0,0.0,14.1,20.62,1794
2024-11-30,25.5,7.9,16.2,0.0,0.0,12.8,20.94,1795
2024-12-01,24.7,8.7,16.5,0.0,0.0,9.5,20.84,1796
2024-12-02,23.7,7.6,15.3,0.0,0.0,16.0,20.91,1797
2024-12-03,22.8,6.8,14.6,0.0,0.0,11.2,20.57,1798
2024-12-04,23.1,8.7,15.7,0.0,0.0,12.4,18.13,1799
2024-12-05,24.0,9.7,16.6,0.0,0.0,14.8,18.8,1800
2024-12-06,23.0,9.4,15.9,0.0,0.0,16.1,17.81,1801
2024-12-07,24.5,10.5,16.2,0.0,0.0,10.9,18.04,1802
2024-12-08,25.1,7.5,15.8,0.0,0.0,7.6,20.01,1803
2024-12-09,23.7,8.8,16.6,0.0,0.0,7.2,19.01,1804
2024-12-10,25.6,9.8,18.1,0.0,0.0,10.3,19.39,1805
2024-12-11,20.9,10.0,15.0,0.2,2.0,14.1,16.53,1806
2024-12-12,23.7,7.1,15.4,0.0,0.0,11.2,19.1,1807
2024-12-13,24.7,10.3,17.3,0.0,0.0,14.4,19.7,1808
2024-12-14,25.3,9.7,16.7,0.0,0.0,11.3,20.03,1809
2024-12-15,23.6,9.0,15.9,0.0,0.0,11.2,18.85,1810
2024-12-16,23.2,8.3,15.4,0.0,0.0,15.0,19.68,1811
2024-12-17,20.8,7.5,13.8,0.0,0.0,14.5,18.17,1812
2024-12-18,22.3,9.6,14.9,0.1,1.0,13.7,17.75,1813
2024-12-19,20.4,10.9,15.0,1.6,6.0,10.9,13.11,1814
2024-12-20,19.4,8.9,13.3,0.2,2.0,13.8,14.02,1815
2024-12-21,19.3,9.7,13.7,0.1,1.0,15.8,13.62,1816
2024-12-22,16.2,9.8,12.4,3.8,8.0,11.8,14.9,1817
2024-12-23,17.2,5.3,11.6,0.0,0.0,5.4,12.47,1818
2024-12-24,17.3,6.6,12.1,0.1,1.0,5.3,12.93,1819
2024-12-25,19.3,4.4,11.8,0.1,1.0,4.9,18.3,1820
2024-12-26,19.7,4.4,11.8,0.0,0.0,6.5,19.72,1821
2024-12-27,21.9,4.1,12.3,0.0,0.0,4.5,20.2,1822
2024-12-28,23.6,2.8,13.2,0.0,0.0,10.8,20.42,1823
2024-12-29,22.9,6.5,14.2,0.0,0.0,13.5,20.24,1824
2024-12-30,22.7,4.7,14.3,0.0,0.0,9.4,20.25,1825
2024-12-31,23.1,5.6,14.6,0.0,0.0,11.2,20.39,1826
